User,Location,Age
11588,"Gorokan, New South Wales, Australia",34
5261,"Abbotsford, British Columbia, Canada",0
10872,"Clive, Iowa, USA",34
9375,"Houston, Texas, USA",29
3230,"Leduc, Alberta, Canada",0
11187,"Halfmoon Bay, British Columbia, Canada",71
12120,"Payson, Arizona, USA",64
8472,"Streetman, Texas, USA",58
3303,"Hummelstown, Pennsylvania, USA",30
1425,"Marion, Iowa, USA",0
453,"Mechanicsville, Maryland, USA",47
2805,"Orangeburg, South Carolina, USA",0
12759,"Pittsburgh, Pennsylvania, USA",0
10441,"Elk Grove, California, USA",47
6547,"Hiawatha, Iowa, USA",0
5220,"Bronx, New York, USA",28
4543,"Mrfelden-Walldorf, Hessen, Germany",25
4109,"Leroy, New York, USA",26
7619,"West Long Branch, New Jersey, USA",0
9459,"Houston, Arkansas, USA",37
4970,"Chicago, Illinois, USA",55
272,"Hackettstown, New Jersey, USA",53
7859,"Fort Erie, Ontario, Canada",23
9785,"Saltville, Virginia, USA",0
577,"Sydney, New South Wales, Australia",0
9440,"Cadillac, Michigan, USA",49
3589,"Waterloo, Ontario, Canada",41
4656,"Stratford, Iowa, USA",23
733,"Alexandria, Virginia, USA",48
118,"Carlsbad, California, USA",0
5901,"Holbk, Sjlland, Denmark",25
5585,"Lincon, Nebraska, USA",35
12447,"St. Louis, Missouri, USA",0
10611,"Boulogne Billancourt, Haut de Seine, France",26
8904,"San Antonio, Texas, USA",35
2925,"Amstelveen, Noord Holland, Netherlands",42
10475,"Hazelton, North Dakota, USA",29
1315,"Kewaskum, Wisconsin, USA",44
12466,"Mstoles, Madrid, Spain",28
4319,"Chapel Hill, North Carolina, USA",67
7395,"San Francisco, California, USA",28
3812,"Zaragoza, Zaragoza, Spain",23
878,"Woodstock, Georgia, USA",31
12610,"London, England, United Kingdom",0
2784,"Fuquay-Varina, North Carolina, USA",54
11920,"Bucuresti, N/A,",23
6585,"Douglas, Arizona, USA",45
5819,"Irwin, Pennsylvania, USA",38
12041,"Lille, Nord, France",34
10151,"Tempe, Arizona, USA",0
11505,"Mesa, Arizona, USA",0
5781,"Tucson, Arizona, USA",0
8412,"Kenner, Louisiana, USA",0
3114,"Phoenix, ,",0
12425,"London, England, United Kingdom",34
10471,"Dublin, Dublin, Ireland",37
9103,"Frankfurt, Hessen, Germany",37
1003,"Iowa City, Iowa, USA",33
11769,"Dundas, Ontario, Canada",0
3183,"Pinckney, Michigan, USA",0
8238,"Springfield, Missouri, USA",14
2948,"Paris, Idf, France",26
1934,"Roanoke, Virginia, USA",43
8779,"Alabaster, Alabama, USA",47
7650,"Suisun City, California, USA",61
7112,"Honolulu, Hawaii, USA",0
1045,"Puchong, Selangor, Malaysia",32
10921,"Chesterland, Ohio, USA",40
10934,"Oakville, Ontario, Canada",23
11178,"Us Airforce, Naval Air Station Keflavik, Iceland, Iceland",24
9697,"New Port Richey, Florida, USA",21
6281,"Miami, Florida, USA",29
1154,"Kajang, Selangor, Malaysia",33
5247,"Southern, California, USA",38
1838,"Birmingham, Alabama, USA",30
3626,"Indianapolis, Indiana,",0
9316,"Ulm, Baden-Wuerttemberg, Germany",23
4345,"Sydney, New South Wales, Australia",26
6537,"Lansing, Michigan, USA",34
2703,"Levittown, Pennsylvania, USA",36
6795,"Brookfield, Illinois, USA",0
10433,"Fenton, Missouri, USA",0
7690,"York, Pennsylvania, USA",31
1988,"Nanaimo, British Columbia, Canada",34
2281,"Rennes, Bretagne, France",34
7474,"New York, New York, USA",0
5184,"Seattle, Washington, USA",0
2962,"Augusta, Maine, USA",41
12490,"Grapevine, Texas, USA",53
8699,"Philadelphia, Pennsylvania, USA",33
4108,"Palma de Mallorca, Baleares, Spain",37
5996,"North Plainfield, New Jersey, USA",33
10681,"Redmond, Oregon, USA",44
1105,"Chicago, Illinois,",0
10094,"Thun, Bern, Switzerland",44
12051,"N/A, N/A, Denmark",0
3282,"Folsom, California, USA",38
8975,"Toronto, Ontario, Canada",0
8077,"San Diego, California, USA",0
3801,"Daytona Beach, Florida,",0
9856,"Pullman, Washington, USA",0
11890,"Union Bridge, Maryland, USA",25
10161,"Milwaukee, Wisconsin, USA",31
7178,"Fairfield, Connecticut, USA",41
12182,"Berlin, Berlin, Germany",28
10584,"Uplengen, Niedersachsen, Germany",0
12256,"Greenville, Georgia, USA",29
5144,"Jasper, Alabama, USA",33
9581,"Birmingham, Alabama, USA",30
8190,"Houston, Texas, USA",43
3541,"San Diego, California, USA",0
8400,"Huntington Beach, California, USA",36
9031,"Atlanta, Georgia, USA",0
513,"Titirangi, Auckland, New Zealand",0
11791,"Aurora, ,",25
86,"Edmonton, ,",38
3511,"Menomonie, Wisconsin, USA",60
10510,"Thousand Oaks, California, USA",45
9988,"NYC, New York, USA",0
2054,"Hatboro, Pennsylvania, USA",47
10140,"Richmond, Virginia, USA",0
11925,"San Jose, California, USA",48
8055,"Leavenworth, Kansas, USA",0
9602,"Sunrise, Florida, USA",34
6490,"Indialantic, Florida, USA",37
11416,"Spokane, Washington, USA",0
6139,"Baldwin, ,",0
10878,"Lees Summit, Missouri, USA",61
6596,"Candler, North Carolina, USA",54
4663,"Bolingbrook, Illinois, USA",63
3678,"Rahway, New Jersey, USA",0
5040,"Stockton, California, USA",69
5918,"Seattle, Washington, USA",0
2688,"Jenkintown, Pennsylvania, USA",28
1821,"Salzgitter, Niedersachsen, Germany",36
5429,"Citronelle, ,",0
3499,"Katonah, New York, USA",19
4560,"Del Aire, California, USA",44
3408,"Katy, Texas, USA",0
8149,"Seattle, Washington, USA",0
9568,"St.Louis, Missouri, USA",14
810,"Clemson, South Carolina, USA",23
5727,"Garden City, Michigan, USA",36
770,"***********, Illinois, USA",0
8132,"Toronto, Ontario, Canada",60
10655,"Edmonton, Alberta, Canada",58
3195,"Antelope, California, USA",44
4010,"San Diego, California, USA",34
1251,"Mcdonough, Georgia, USA",39
2684,"Bradford, England, United Kingdom",30
5524,"Albuquerque, New Mexico, USA",22
2403,"Winnipeg, Manitoba, Canada",0
12680,"Adelaide, South Australia, Australia",0
6250,"Basel, Basel-Stadt, Switzerland",33
3149,"Baltimore, Maryland, USA",48
6788,"Wieselburg, Niederoesterreich, Austria",25
10214,"Lancaster, Pennsylvania, USA",31
3771,"Lansdale, Pennsylvania, USA",32
8073,"Manchester, New Hampshire,",51
8957,"Batavia, Ohio, USA",44
5136,"Cincinnati, Ohio, USA",0
2573,"Omaha, Nebraska, USA",53
7649,"Marlborough, Massachusetts,",0
1598,"Saratoga Springs, Utah, USA",27
342,"Sacramento, California, USA",36
1334,"Grove City, Ohio, USA",31
12403,"St. Louis, Missouri, USA",0
7239,"Moreno Valley, California, USA",36
5710,"Astoria, New York, USA",33
1550,"Tampa, Florida, USA",29
2727,"San Diego, California, USA",0
8926,"Mountain View, California, USA",39
2308,"Ballston Spa, New York, USA",32
6053,"Vancouver, British Columbia, Canada",22
10458,"St. L, Normandy, France",45
11530,"Uss Monterey, Virginia, USA",29
10904,"Munich, Bavaria, Germany",0
12203,"Louisville, Colorado, USA",40
8033,"Graz, Steiermark, Austria",25
8058,"Freeport, Grand Bahama, Bahamas",0
12139,"Livermore, California, USA",51
9239,"New York, New York, USA",21
6309,"New Bern, North Carolina, USA",0
954,"Bossier City, Louisiana, USA",0
2525,"San Francisco, California, USA",0
4471,"Hamburg, Hamburg, Germany",30
6714,"Baltimore, Maryland, USA",40
1009,"Edmonton, Alberta, Canada",0
10754,"Hayward, California, USA",0
6556,"San Diego, California, USA",0
11993,"Los Angeles, California, USA",32
11811,"Oak Leaf, ,",0
4075,"Los Angeles, California, USA",41
9111,"Torrance, California, USA",0
6084,"Bay Minette, ,",49
10758,"Martinez, California, USA",0
5605,"Great Barrington, Massachusetts, USA",31
1588,"Hendersonville, North Carolina, USA",56
10712,"Union, Kentucky, USA",0
1996,"Elmwood, Massachusetts, USA",0
7434,"Ottawa, Ontario, Canada",47
4600,"Sacramento, California, USA",20
4937,"San Diego, California, USA",58
2340,"San Francisco, California, USA",44
786,"Fresno, California, USA",0
1479,"Alexandria, Virginia, USA",36
10661,"Port Townsend, Washington, USA",55
9883,"Dresden, Sachsen, Germany",27
9649,"Arlington, Virginia, USA",53
11572,"Ramsey, Illinois, USA",0
4410,"Bonn, Nordrhein-Westfalen, Germany",37
7898,"Chula Vista, California, USA",67
10981,"Friendswood, Texas, USA",42
1077,"Blairmore, Alberta, Canada",0
4423,"Duluth, Minnesota, USA",28
8401,"Mechanicsville, Virginia, USA",0
5503,"Takoma Park, Maryland, USA",52
10198,"North Brunswick, New Jersey, USA",31
11653,"Westwood, New Jersey, USA",56
7550,"Boise, Idaho, USA",50
2136,"San Diego, California, USA",32
8047,"Jonesborough, Tennessee, USA",36
1095,"West Vancouver, British Columbia, Canada",0
12510,"St. Louis, Missouri, USA",0
11977,"Canberra, Australian Capital Territory, Australia",0
12706,"Ipswich, England, United Kingdom",36
7688,"Madison, Wisconsin, USA",21
2901,"Cuyahoga Falls, Ohio, USA",0
3553,"Edmonton, Alberta, Canada",0
11344,"Albuquerque, New Mexico, USA",14
2920,"Memphis, Tennessee, USA",31
407,"San Francisco, California, USA",31
511,"Atlanta, Georgia, USA",24
809,"San Jose, California, USA",31
9995,"Chattanooga, Tennessee, USA",52
7777,"Austin, Minnesota, USA",37
1458,"Albuquerque, New Mexico, USA",44
9269,"Salt Lake City, Utah, USA",37
4541,"Chicago, Illinois, USA",21
8657,"Bellingham, Washington, USA",0
12572,"Carlisle, Pennsylvania, USA",0
2155,"Tampa, Florida, USA",43
9266,"Olyphant, Pennsylvania, USA",16
4550,"Santa Cruz, ,",0
2364,"Oxford, Oxon, United Kingdom",0
7862,"Napier, N/A, New Zealand",0
11589,"Elk Grove, California, USA",28
1590,"New Haven, Vermont, USA",40
3860,"Raleigh, North Carolina, USA",0
11408,"Canberra, Australian Capital Territory, Australia",0
7983,"Arlington, Texas, USA",0
336,"Oceanside, California, U.S.A.",35
5026,"Windsor, Ontario, Canada",35
3395,"Sacramento, California, USA",0
8806,"Houston, Texas, USA",52
4566,"San Luis Obispo, California, USA",0
10297,"Brooklyn, New York, USA",25
1870,"Eagan, Minnesota, USA",45
11570,"Edinburgh, Scotland, United Kingdom",33
10022,"Toronto, Ontario, Canada",31
3388,"Cleveland, Ohio, USA",36
2012,"Lafayette Hill, Pennsylvania, USA",32
6778,"Barcelona, Barcelona, Spain",31
5091,"New Delhi, Delhi, India",36
2792,"Elmhurst, New York, USA",38
4536,"Lille, Nord, France",38
3328,"Florissant, Missouri, USA",33
11414,"Fresno, California, USA",31
8365,"Castle Rock, Colorado, USA",51
573,"Toledo, Ohio, USA",28
8398,"Mackay, Queensland, Australia",27
1074,"South Bend, Indiana, USA",0
7759,"Drums, Pennsylvania, USA",29
5753,"Short Hills, New Jersey, USA",18
4865,"Montgomery, Alabama, USA",18
10746,"Winnipeg, Manitoba, Canada",36
10394,"Stockholm, N/A, Sweden",0
11929,"Nanaimo, British Columbia, Canada",0
12711,"Spearfish, South Dakota, USA",0
5821,"Houston, Texas, USA",28
1259,"Lynbrook, New York, USA",54
9088,"Toronto, Ontario, Canada",27
6464,"Selestat, Alsace, France",35
7444,"Coeur D`Alene, Idaho, USA",0
11154,"Naperville, Illinois, USA",23
8778,"Bochum, Nordrhein-Westfalen, Germany",33
3930,"London, England, United Kingdom",32
7760,"Brookfield, Wisconsin, USA",0
5174,"Fredericton, New Brunswick, Canada",0
12757,"Champaign, Illinois, USA",25
4738,"Grimsby, Ontario, Canada",0
7080,"Franklin, Pennsylvania, USA",28
3247,"Mijdrecht, N/A, Netherlands",38
6679,"Muenster, Saskatchewan, Canada",68
383,"Stratford, England, United Kingdom",30
5875,"Las Vegas, ,",0
6794,"Lake Ridge, Virginia, USA",37
5449,"Fargo, North Dakota, USA",0
12417,"Raleigh, North Carolina, USA",23
11164,"London, ,",25
11510,"Belton, Texas, USA",30
9469,"Rennes, Bretagne, France",23
8810,"Munich, Bayern, Germany",42
5822,"Brooklyn, New York, USA",28
11857,"Plymouth, Massachusetts, USA",26
5442,"Grand Rapids, Michigan, USA",24
5073,"Granada, Granada, Spain",22
1229,"Philadelphia, Pennsylvania, USA",40
10424,"New York, New York, USA",68
11601,"Berlin, Berlin, Germany",26
3481,"New Orleans, Louisiana, USA",0
8915,"Stuttgart, Baden-Wuerttemberg, Germany",0
8402,"Littleton, Massachusetts, USA",0
365,"Wolseley, Saskatchewan, Canada",0
6989,"Port Angeles, Washington, USA",70
9237,"Lansdale, Pennsylvania, USA",0
8506,"Apopka, Florida, USA",0
8312,"Knowlesville, New Brunswick, Canada",0
3615,"Chapel Hill, North Carolina, USA",56
1973,"Mcallen, Texas, USA",26
1459,"Burbank, California, USA",41
5049,"Lake St. Louis, Missouri, USA",37
4851,"Burlington, Vermont, USA",34
10290,"Halifax, Nova Scotia, Canada",0
5915,"Macon, Georgia, USA",57
8057,"Austin, Texas, USA",0
6354,"Mountain View, California, USA",19
5330,"Cincinnati, Ohio, USA",0
6050,"Hopkinsville, Kentucky, USA",41
11064,"Exeter, New Hampshire, USA",0
9686,"West Warwick, Rhode Island,",0
6667,"Carmichael, ,",0
1611,"Minneapolis, Minnesota, USA",25
11037,"New Hudson, Michigan, USA",31
8164,"Belo Horizonte, Minas Gerais, Brazil",57
507,"St. Louis, Missouri, USA",45
1681,"Ogden, Utah, USA",0
8980,"Santa Barbara, California, USA",61
5120,"Kuala Lumpur, Wilayah Persekutuan, Malaysia",42
2261,"Chicago, Illinois, USA",36
6669,"Pompano Beach, Florida, USA",0
38,"Tulsa, Oklahoma, USA",22
6085,"Toronto, Ontario, Canada",0
459,"London, England, United Kingdom",0
7313,"Burleson, Texas, USA",43
7390,"Hagerstown, Maryland, USA",0
4811,"Barnardsville, North Carolina, USA",0
3498,"Kuala Lumpur, Wilayah Persekutuan, Malaysia",28
9342,"Prospect, Connecticut, USA",59
6613,"Ewing, ,",34
9436,"Los Angeles, California, USA",35
3926,"Gawler Sth, South Australia, Australia",45
4397,"Vineland, New Jersey, USA",36
4962,"College Park, Maryland, USA",0
11497,"St. Louis, Missouri, USA",0
8436,"Buffalo, New York, USA",33
3672,"Palos Hills, Illinois, USA",20
4210,"Tigard, Oregon, USA",0
6947,"Ypsilanti, Michigan, USA",56
5680,"Red Bank, New Jersey, USA",0
8464,"Maple Bay, British Columbia, Canada",0
11862,"Sydney, New South Wales, Australia",26
6482,"Boston, New York, USA",43
11099,"Sacramento, California, USA",0
11624,"Brighton, Massachusetts, USA",25
5794,"Lakewood, Washington, USA",55
6913,"Lafayette, New York, USA",0
1039,"Deventer, Overijssel, Netherlands",37
8893,"Portland, Oregon, USA",42
7845,"Barcelona, Catalunya, Spain",1
9063,"Jacksonville, Florida, USA",28
4130,"Denver, Colorado, USA",28
11822,"Kitchener, Ontario, Canada",40
6340,"Frisco, Colorado, USA",44
9978,"Brooklyn, New York, USA",36
9248,"Norman, Oklahoma, USA",0
9925,"Houston, Texas, USA",0
2757,"Decatur, Georgia, USA",38
7621,"Janesville, Wisconsin, USA",36
10816,"Kankakee, Illinois, USA",0
1767,"Chico, California, USA",0
6499,"Edmonton, Alberta, Canada",35
9065,"Gatineau, Quebec, Canada",0
8736,"Canoga Park, California, USA",48
5420,"Oswego, New York, USA",32
7570,"Mclen, Texas, USA",53
12084,"San Diego, California, USA",28
10481,"Fairfax County, Virginia, USA",58
8703,"Beavercreek, Ohio, USA",54
12161,"Amsterdam, Noord Holland, Netherlands",0
4695,"London, England, United Kingdom",0
10485,"San Francisco, California, USA",51
9634,"Vanloser, Abruzzo, Canada",0
4579,"Kingsburg, California, USA",56
7941,"Ottawa, Ontario, Canada",0
700,"Higley, Arizona, USA",29
4923,"Long Island, New York, USA",44
9290,"Marshfield, Massachusetts, USA",0
5717,"Radbruch, , Germany",22
7962,"Florence, Kentucky, USA",44
5369,"Ballwin, Missouri, USA",56
6824,"Houston, Texas, USA",39
5230,"Stuttgart, Baden-Wrttemberg, Germany",0
9510,"Somerville, Massachusetts, USA",29
12480,"Naperville, Illinois, USA",42
2096,"Grimes, Iowa, USA",0
10840,"San Diego, California, USA",33
7228,"Houston, Texas, USA",55
9585,"Manchester, Connecticut, USA",47
11287,"Skokie, Illinois, USA",67
8056,"Houston, Texas, USA",0
11318,"Issaquah, Washington, USA",0
5075,"Poway, California, USA",38
1258,"Ferndale, Washington, USA",0
10334,"Katy, Texas, USA",58
1488,"Moyock, North Carolina, USA",65
5708,"Rio Rancho, New Mexico, USA",0
2293,"La Mesa, California, USA",31
7460,"Essexville, Michigan, USA",0
5761,"Cypress, Texas, USA",0
3720,"Chambery, Savoie, France",30
4392,"Tuscaloosa, Alabama, USA",0
10606,"Toulouse, Midi-Pyrenees, France",33
400,"Derby, Derbyshire, United Kingdom",38
8705,"Hollsopple, Pennsylvania, USA",33
12603,"Atlanta, Georgia, USA",60
7552,"Oregon City, Oregon, USA",0
8842,"Worcester, Massachusetts, USA",0
69,"Gilbert, Arizona, USA",41
5057,"Grand Blanc, Michigan, USA",0
11448,"Moving, Moving, USA",46
4305,"Frankfurt, Hesse, Germany",0
6605,"Stillwater, Oklahoma, USA",0
9717,"Albq, New Mexico, USA",32
10251,"Greenhills, Ohio, USA",0
11301,"Phoenix, , USA",0
5916,"Edmonton, Alberta, Canada",29
6487,"Halifax, Nova Scotia, Canada",0
6159,"Austin, Texas, USA",33
6296,"Mastic Beach, New York, USA",50
12343,"West Grove, Pennsylvania, USA",0
2317,"Ridgewood, Nj, USA",0
12351,"Merseburg, Sachsen-Anhalt, Germany",23
3036,"Patton, Missouri, USA",24
6515,"Evansville, Indiana, USA",0
10162,"Hillsborough, New Jersey, USA",0
12202,"Lich, Hessen, Germany",41
5428,"Key West, Florida, USA",0
6157,"Lakeland, Florida, USA",0
2112,"Nj, New Jersey, USA",0
8570,"Cave Creek, Arizona, USA",36
11293,"Apple Valley, Minnesota, USA",47
339,"Halifax, Nova Scotia, Canada",18
11868,"Houston, Texas, USA",14
3751,"Tuscaloosa, Alabama, USA",21
3775,"Tuntange, N/A, Luxembourg",32
8278,"Yorktown Heights, New York, USA",39
3163,"Knoxville, Tennessee, USA",24
7817,"Norwich, England, United Kingdom",29
6038,"Bismarck, North Dakota, USA",42
11848,"Austin, Texas, USA",30
5450,"Fall River, Massachusetts, USA",17
11291,"Olathe, Kansas, USA",35
9843,"Springfield, Missouri, USA",0
8999,"St. Thomas, Ontario, Canada",36
2529,"Sacramento, California, USA",0
4552,"New Bern, North Carolina, USA",0
8490,"Redmond, Oregon, USA",60
6015,"Vancouver, British Columbia, Canada",65
6102,"Ashland, Kentucky, USA",40
6967,"Arlington, Virginia, USA",0
10853,"Sydney, New South Wales, Australia",67
2098,"Dublin, ,",45
5359,"Malakoff, Hauts-de-Seine, France",27
408,"Winder, Georgia, USA",44
2272,"Victor, Montana, USA",67
6242,"Dallas, North Carolina, USA",0
6713,"Lemars, Iowa, USA",0
11257,"Mandan, North Dakota, USA",0
493,"Hickory, Mississippi, USA",41
10127,"Rawlins, Wyoming, USA",32
1075,"Woodbridge, Virginia, USA",37
11708,"Brooklyn, New York, USA",42
3862,"Charlottesville, Virginia, USA",0
8512,"Cincinnati, Ohio, USA",17
1898,"Woodridge, Illinois, USA",0
1403,"Dollard Des Ormeaux, Quebec, Canada",0
912,"Peoria, Arizona, USA",0
7194,"San Diego, California, USA",0
11784,"Mckinney, Texas, USA",0
11262,"Pinson, Alabama, USA",55
10228,"New Fairfield, Connecticut, USA",31
873,"Ann Arbor, Michigan, USA",20
2791,"Napa, California,",0
4055,"Haskell, New Jersey, USA",0
456,"Mclean, Virginia, USA",0
8068,"Harwich, Massachusetts, USA",35
8081,"Burbank, California, USA",0
5732,"Santa Cruz, California, USA",39
7251,"Peaks Island, Maine, USA",57
9168,"Willowick, Ohio, USA",35
10915,"St. Louis, Missouri, USA",24
11637,"Oakland, California, USA",0
9809,"Douglas, ,",54
3242,"Citt Di Castello, Umbria, Italy",28
11725,"Edison, New Jersey, USA",32
2496,"Vienna, Vienna, Austria",0
2456,"Sherwood Park, Alberta, Canada",0
5441,"Toronto, Ontario, Canada",33
10025,"Brighton, England, United Kingdom",0
6206,"Marquette, Michigan, USA",21
1279,"Baltimore, Maryland, USA",49
904,"Catlettsburg, Kentucky, USA",0
11411,"Watertown, Massachusetts, USA",29
10576,"Auburndale, Florida, USA",18
4881,"Portland, Oregon, USA",30
7604,"Charlotte, North Carolina, USA",0
10527,"Woodstock, New York, USA",47
6517,"Braga, Braga, Portugal",32
5712,"Portland, Oregon, USA",0
9709,"Miami, Florida, USA",14
6463,"Maplewood, Minnesota, USA",25
6704,"South Plainfield, New Jersey, USA",21
6663,"St. Louis, Missouri, USA",0
4540,"Leicester, England, United Kingdom",30
7825,"Vancouver, Washington, USA",59
6502,"Lima, Ohio, USA",0
583,"Bountiful, Utah, USA",41
10589,"Victoria, British Columbia, Canada",24
11559,"Apache Junction, Arizona, USA",56
8871,"Hull, England, United Kingdom",44
7523,"Logroo, La Rioja, Spain",0
10190,"Seattle, Washington, USA",15
12683,"Albuquerque, New Mexico, USA",15
93,"Covington, Georgia, USA",18
698,"Beaverton, Ontario, Canada",32
1828,"Lisboa, Lisboa, Portugal",0
1157,"Canberra, Australian Capital Territory, Australia",27
12558,"Troy, Ohio, USA",56
5305,"Knox, Pennsylvania, USA",0
2826,"San Diego, , USA",57
8094,"Picton, Marlborough, New Zealand",0
5322,"Twickenham, England, United Kingdom",0
3870,"Long Beach, California, USA",33
1864,"Boerne, Texas, USA",34
7986,"Milton, New York, USA",25
5083,"New Port Richey, Florida, USA",0
3000,"Tomball, Texas, USA",0
10431,"Lansing, Michigan, USA",49
7141,"Fort Smith, Arkansas, USA",27
9008,"Anaheim, California, USA",0
7433,"Lima, Ohio, USA",28
7889,"Galena, Ohio, USA",36
7290,"Bellingham, Washington, USA",0
9410,"Port Clinton, Ohio, USA",31
